Region.I,Month,Year,Temperature,Humidity,Population Density,Dengue_Cases
Region.IV,Jul,2014,27.65,18.7538844002,400.5378660898,14.110851
Region.IV,Aug,2014,27.08,7.2311995028,400.5855378837,37.048959
Region.IV,Sep,2014,25.95,7.2063393412,400.7107032858,20.345609
Region.IV,Oct,2014,24.41,14.4033561218,400.7794384513,1.357147
Region.IV,Nov,2014,20.59,24.6208825357,400.7840234074,4.558623
Region.IV,Dec,2014,18.8,24.9751398384,400.7994241608,19.951224
Region.IV,Jan,2015,18.15,22.6444996892,400.8668269446,8.76138
Region.IV,Feb,2015,19.4,24.6270975761,400.8964262013,20.998772
Region.IV,Mar,2015,22.71,21.5879428216,400.9673679986,16.489658
Region.IV,Apr,2015,26.13,15.2175264139,401.0230763027,16.238518
Region.IV,May,2015,27.7,6.2678682411,401.0779361608,48.116241
Region.IV,Jun,2015,27.93,11.6190180236,401.240491029,15.713406
Region.IV,Jul,2015,27.23,35.2983219391,401.2935768601,1.369857
Region.IV,Aug,2015,26.66,7.4052206339,401.2982047554,3.184918
Region.IV,Sep,2015,26.1,4.8073337477,401.3089646135,10.422332
Region.IV,Oct,2015,24.7,13.5767557489,401.3441751946,6.655224
Region.IV,Nov,2015,21.16,24.8321939093,401.3666590594,13.436018
Region.IV,Dec,2015,19.41,24.5587321318,401.4120510121,13.082138
Region.IV,Jan,2016,18.66,23.8937228092,401.4562474243,14.45242
Region.IV,Feb,2016,20.13,24.8446239901,401.5050731675,32.186415
Region.IV,Mar,2016,23.23,24.6519577377,401.613811056,11.97438
Region.IV,Apr,2016,26.44,22.1783716594,401.6542650425,0.65182
Region.IV,May,2016,28.88,11.5071472965,401.6564671371,1.410403
Region.IV,Jun,2016,28.22,24.906774394,401.6612320121,7.080112
Region.IV,Jul,2016,27.28,19.7358607831,401.6851513094,3.854728
Region.IV,Aug,2016,26.9,7.7097576134,401.6981740391,6.956491
Region.IV,Sep,2016,26.32,10.500310752,401.7216756979,7.585835
Region.IV,Oct,2016,24.92,19.5804847732,401.7473035189,6.310291
Region.IV,Nov,2016,21.77,24.8819142324,401.7686220696,12.614962
Region.IV,Dec,2016,18.73,24.7576134245,401.8112401844,8.237654
Region.V,Jan,2008,13.66,24.6519577377,368.4100795756,3.404328
Region.V,Feb,2008,13.93,24.6022374145,368.4192804621,1.498921
Region.V,Mar,2008,17.94,24.9627097576,368.4233315999,2.845408
Region.V,Apr,2008,20.57,15.9757613424,368.4310218918,3.074057
Region.V,May,2008,21.95,18.9589807334,368.439330154,4.268113
Region.V,Jun,2008,23.35,4.1796146675,368.4508655945,6.554602
Region.V,Jul,2008,23.91,10.5562461156,368.4685807351,2.311894
Region.V,Aug,2008,22.77,6.3424487259,368.4748290972,3.048652
Region.V,Sep,2008,22.03,8.0329397141,368.4830686972,6.122709
Region.V,Oct,2008,19.67,20.3200745805,368.4996165594,2.972436
Region.V,Nov,2008,16.22,24.9192044748,368.5076501702,1.422704
Region.V,Dec,2008,12.74,23.6699813549,368.5114953161,2.261084
Region.V,Jan,2009,13.62,24.7451833437,368.517606354,1.950058
Region.V,Feb,2009,16.34,18.1199502797,368.522876781,2.950087
Region.V,Mar,2009,18.48,22.8185208204,368.5308499891,4.975147
Region.V,Apr,2009,21.74,24.2044748291,368.5442963324,1.300038
Region.V,May,2009,25.74,15.2423865755,368.5478099486,2.175064
Region.V,Jun,2009,23.67,6.8210068365,368.5536884999,4.050119
Region.V,Jul,2009,23.64,2.1472964574,368.5646347675,1.200035
Region.V,Aug,2009,23.36,6.9577377253,368.5678781053,1.050031
Region.V,Sep,2009,22.06,13.4275947794,368.570716027,1.800053
Region.V,Oct,2009,19.12,17.3803604723,368.5755810351,1.02503
Region.V,Nov,2009,15.6,23.8502175264,368.5783513864,4.150122
Region.V,Dec,2009,14.3,24.390926041,368.5895679324,4.650137
Region.V,Jan,2010,13.65,24.6208825357,368.6021358702,0.983964
Region.V,Feb,2010,14.95,24.4344313238,368.6047952324,1.475946
Region.V,Mar,2010,17.93,20.0590428838,368.6087842756,3.099486
Region.V,Apr,2010,21.25,23.3530142946,368.6171612648,1.598941
Region.V,May,2010,24.92,17.3865755127,368.621482727,0.762572
Region.V,Jun,2010,23.65,11.047234307,368.6235437324,1.402148
Region.V,Jul,2010,23.67,10.7986326911,368.6273333215,1.106959
Region.V,Aug,2010,23.36,10.2889993785,368.6303251026,3.247081
Region.V,Sep,2010,22.39,10.7489123679,368.6391009972,2.509108
Region.V,Oct,2010,19.07,19.5121193288,368.6458823702,1.279153
Region.V,Nov,2010,15.85,21.3331261653,368.6493395405,1.106959
Region.V,Dec,2010,13.17,24.9813548788,368.6523313215,2.533707
Region.V,Jan,2011,13.2,22.3958980733,368.6591791783,0.895347
Region.V,Feb,2011,14.52,23.8004972032,368.6615990351,2.323063
Region.V,Mar,2011,17.82,24.3474207582,368.6678775837,2.20207
Region.V,Apr,2011,21.24,21.1591050342,368.6738291242,1.548709
Region.V,May,2011,23.42,17.2125543816,368.6780148242,6.340026
Region.V,Jun,2011,24.38,5.9819763828,368.6951500297,3.968566
Region.V,Jul,2011,23.38,6.4170292107,368.7058758837,1.572907
Region.V,Aug,2011,23.48,1.016159105,368.7101269837,1.621304
Region.V,Sep,2011,21.74,15.7458048477,368.7145088864,2.081077
Region.V,Oct,2011,19.21,22.0167806091,368.7201334188,0.895347
Region.V,Nov,2011,15.79,22.781230578,368.7225532756,3.436197
Region.V,Dec,2011,14.11,25,368.7318402945,3.702382
Region.V,Jan,2012,13.32,22.7315102548,368.7418467324,2.713393
Region.V,Feb,2012,14.9,24.3722809198,368.749180227,11.020183
Region.V,Mar,2012,18.35,24.1796146675,368.7789645053,6.950094
Region.V,Apr,2012,21.66,21.4325668117,368.7977485432,1.451903
Region.V,May,2012,22.58,21.687383468,368.8016726053,2.380169
Region.V,Jun,2012,23.94,10.1833436917,368.8081054945,3.09422
Region.V,Jul,2012,24.05,7.6227470479,368.8164682513,1.11868
Region.V,Aug,2012,23.58,1.2523306401,368.8194917107,3.665461
Region.V,Sep,2012,22.13,13.9558732132,368.8293983621,9.044643
Region.V,Oct,2012,19.58,21.7743940336,368.8538433432,4.403313
Region.V,Nov,2012,15.92,25,368.8657441891,13.352749
Region.V,Dec,2012,14.13,25,368.9018326999,12.257871
Region.V,Jan,2013,12.51,24.4903666874,368.934962081,3.628785
Region.V,Feb,2013,13.59,24.6706028589,368.944769608,5.080299
Region.V,Mar,2013,17.68,24.9813548788,368.9585001459,5.24418
Region.V,Apr,2013,21.95,22.6072094469,368.9726736053,1.24081
Region.V,May,2013,23.08,20.9664387819,368.9760271459,4.050192
Region.V,Jun,2013,23.62,13.7383467993,368.9869736107,20.883073
Region.V,Jul,2013,23.72,5.8576755749,369.0434143486,7.398039
Region.V,Aug,2013,23.21,8.797389683,369.0634090486,11.448232
Region.V,Sep,2013,22.17,9.1640770665,369.0943502161,11.658935
Region.V,Oct,2013,19.79,19.8974518334,369.1258608513,11.401409
Region.V,Nov,2013,16.38,21.1155997514,369.1566754702,8.498381
Region.V,Dec,2013,13.13,25,369.1796440675,9.458253
Region.V,Jan,2014,13.77,23.359229335,369.2052069134,0.7831
Region.V,Feb,2014,15.49,24.4095711622,369.2073233999,3.316659
Region.V,Mar,2014,17.94,18.0826600373,369.2162873432,20.406664
Region.V,Apr,2014,20.16,23.4089496582,369.2714404891,5.87325
Region.V,May,2014,22.98,19.6861404599,369.2873141378,8.982617
Region.V,Jun,2014,24.38,18.5550031075,369.311591481,6.587253
Region.V,Jul,2014,24.09,11.0037290242,369.3293948675,10.1803
Region.V,Aug,2014,23.89,1.8054692356,369.3569091918,6.402994
Region.V,Sep,2014,22.39,9.8539465507,369.374214581,8.752294
Region.V,Oct,2014,19.46,20.0963331262,369.3978694297,0.621874
Region.V,Nov,2014,14.88,24.9440646364,369.3995501702,2.763882
Region.V,Dec,2014,13.46,24.4344313238,369.4070201215,7.278223
Region.V,Jan,2015,13.1,23.0360472343,369.4266909945,4.238702
Region.V,Feb,2015,14.51,22.6755748912,369.4381469459,8.477404
Region.V,Mar,2015,17.33,24.4344313238,369.4610588486,5.032042
Region.V,Apr,2015,20.74,23.6140459913,369.4746589621,9.089409
Region.V,May,2015,22.82,18.9900559354,369.4992249324,6.029383
Region.V,Jun,2015,23.53,10.8483530143,369.5155205621,6.05205
Region.V,Jul,2015,23.79,5.2734617775,369.531877454,0.589338
Region.V,Aug,2015,23.43,11.0410192666,369.5334702594,2.312019
Region.V,Sep,2015,21.96,14.9564947172,369.5397189594,3.876032
Region.V,Oct,2015,19.85,21.3579863269,369.5501947215,3.762698
Region.V,Nov,2015,16.05,24.7700435053,369.5603641756,7.185393
Region.V,Dec,2015,14.5,25,369.5797841567,3.649364
Region.V,Jan,2016,13.99,22.3399627098,369.5896473026,7.743303
Region.V,Feb,2016,15.16,24.1796146675,369.6105751486,5.377913
Region.V,Mar,2016,17.74,22.5885643257,369.6251100486,6.002733
Region.V,Apr,2016,21.17,22.4021131137,369.6413336513,0.557875
Region.V,May,2016,23.68,21.7371037912,369.6428414215,2.097609
Region.V,Jun,2016,23.72,12.0665009323,369.6485106351,2.410019
Region.V,Jul,2016,23.69,0.2268489745,369.6550241999,3.191044
Region.V,Aug,2016,23.29,6.5226848975,369.6636486432,7.520153
Region.V,Sep,2016,22.22,14.5400870106,369.683973381,2.008349
Region.V,Oct,2016,20.05,8.5550031075,369.6894013513,3.034839
Region.V,Nov,2016,16.63,25,369.6976036188,3.793549
Region.V,Dec,2016,14,23.0484773151,369.707856454,4.061329
Region.VI,Jan,2008,24.57,23.7756370416,356.9970220369,4.342776
Region.VI,Feb,2008,24.54,23.8253573648,357.0028906531,2.227064
Region.VI,Mar,2008,29.02,24.3474207582,357.0059001991,6.935715
Region.VI,Apr,2008,32.65,22.8495960224,357.0152727869,4.931357
Region.VI,May,2008,33.46,20.4443753884,357.0219367828,3.197428
Region.VI,Jun,2008,33.36,15.4101926663,357.0262576315,15.668989
Region.VI,Jul,2008,30.4,0.5065257924,357.047431941,7.30159
Region.VI,Aug,2008,30.7,6.6532007458,357.0572989545,5.169971
Region.VI,Sep,2008,30.16,8.4928527035,357.0642854018,15.716712
Region.VI,Oct,2008,29.39,10.7986326911,357.0855242018,3.308782
Region.VI,Nov,2008,26.94,22.1286513362,357.0899955288,1.511222
Region.VI,Dec,2008,24.58,24.3163455562,357.0920377207,6.140335
Region.VI,Jan,2009,24.13,23.4897451833,357.1003354707,3.53785
Region.VI,Feb,2009,24.89,23.9310130516,357.1051163491,3.929205
Region.VI,Mar,2009,28.82,20.8794282163,357.1104260855,14.323597
Region.VI,Apr,2009,32.08,21.4636420137,357.1297822977,5.056308
Region.VI,May,2009,32.61,18.3188315724,357.1366151464,4.273598
Region.VI,Jun,2009,32.91,19.2821628341,357.1423902788,11.051869
Region.VI,Jul,2009,30.99,4.484151647,357.1573252369,2.019392
Region.VI,Aug,2009,30.34,7.5108763207,357.160054145,2.833411
Region.VI,Sep,2009,30.83,3.6140459913,357.1638830788,5.181542
Region.VI,Oct,2009,29.68,22.7377252952,357.1708851626,3.35
Region.VI,Nov,2009,27.35,24.9564947172,357.1754121896,4.61799
Region.VI,Dec,2009,24.52,24.9751398384,357.1816527166,14.448831
Region.VI,Jan,2010,22.85,22.750155376,357.2011781639,4.220344
Region.VI,Feb,2010,25.38,24.9627097576,357.2068813315,3.773666
Region.VI,Mar,2010,28.71,24.2417650715,357.2119808801,10.212001
Region.VI,Apr,2010,30.53,24.3847110006,357.2257808815,2.233394
Region.VI,May,2010,32.05,21.3144810441,357.2287989815,2.680073
Region.VI,Jun,2010,32.04,11.4077066501,357.2324207018,4.020109
Region.VI,Jul,2010,30.78,4.6643878185,357.2378532815,2.387421
Region.VI,Aug,2010,29.31,6.5288999378,357.2410795261,6.00706
Region.VI,Sep,2010,29.49,11.7060285892,357.2491971747,13.862445
Region.VI,Oct,2010,28.98,22.1845866998,357.2679302085,3.311584
Region.VI,Nov,2010,27.05,25,357.272405322,3.311584
Region.VI,Dec,2010,24.73,25,357.2768804355,9.210825
Region.VI,Jan,2011,22.76,24.3412057178,357.2893274964,1.893991
Region.VI,Feb,2011,26.29,24.9627097576,357.2918869437,5.924404
Region.VI,Mar,2011,28.61,24.8694841516,357.299892895,8.045674
Region.VI,Apr,2011,31.95,21.7246737104,357.3107654274,2.894018
Region.VI,May,2011,33.29,21.233685519,357.3146762626,10.697261
Region.VI,Jun,2011,32.67,8.9154754506,357.3291320207,25.318872
Region.VI,Jul,2011,31.04,1.2709757613,357.3633467126,5.197111
Region.VI,Aug,2011,30.1,2.0851460534,357.3703698355,3.681919
Region.VI,Sep,2011,30.77,10.2144188937,357.3753454018,10.818477
Region.VI,Oct,2011,29.75,11.56308266,357.3899649653,4.272844
Region.VI,Nov,2011,26.77,24.4717215662,357.3957390788,12.409429
Region.VI,Dec,2011,24.31,25,357.4125085774,17.788364
Region.VI,Jan,2012,22.28,24.0428837787,357.4365469072,4.009021
Region.VI,Feb,2012,25.93,23.6699813549,357.4419645031,25.156978
Region.VI,Mar,2012,29.09,22.6817899316,357.4759604193,69.44995
Region.VI,Apr,2012,30.24,23.4338098198,357.5698117031,11.878028
Region.VI,May,2012,34.24,20.3697949037,357.5858630923,6.393568
Region.VI,Jun,2012,33.07,14.7389683033,357.5945030491,21.460929
Region.VI,Jul,2012,30.63,10.1211932878,357.6235043045,5.48446
Region.VI,Aug,2012,29.81,5.546923555,357.6309157369,18.226886
Region.VI,Sep,2012,29.89,8.1696706029,357.6555466639,76.156491
Region.VI,Oct,2012,29.56,15.7271597265,357.758460841,5.976273
Region.VI,Nov,2012,26.88,17.1939092604,357.7665368855,35.783118
Region.VI,Dec,2012,24.2,25,357.8148924504,90.851266
Region.VI,Jan,2013,23.34,24.328775637,357.9376644315,22.941512
Region.VI,Feb,2013,24.92,24.9813548788,357.9686664747,19.775144
Region.VI,Mar,2013,28.06,23.8004972032,357.9953896423,70.774199
Region.VI,Apr,2013,30.96,23.2287134866,358.0910304518,3.13705
Region.VI,May,2013,33.49,17.0633934121,358.0952697085,11.507404
Region.VI,Jun,2013,33.17,2.4207582349,358.1108202545,147.324089
Region.VI,Jul,2013,30.37,11.5444375388,358.3099068612,7.44683
Region.VI,Aug,2013,30.76,4.8135487881,358.319970145,28.878453
Region.VI,Sep,2013,30.56,13.1852082039,358.3589950815,45.369956
Region.VI,Oct,2013,28.83,24.5338719702,358.4203058328,25.975949
Region.VI,Nov,2013,26.69,24.6830329397,358.4554084666,26.342427
Region.VI,Dec,2013,23.27,24.7762585457,358.491006341,115.850973
Region.VI,Jan,2014,22.95,24.328775637,358.6475617099,2.394002
Region.VI,Feb,2014,23.68,24.9813548788,358.6507968477,7.109898
Region.VI,Mar,2014,28.9,23.8004972032,358.660404818,89.270327
Region.VI,Apr,2014,32.33,23.2287134866,358.781040395,4.932222
Region.VI,May,2014,33.99,17.0633934121,358.7877055599,18.012704
Region.VI,Jun,2014,31.1,2.4207582349,358.8120470518,21.502756
Region.VI,Jul,2014,30.69,11.5444375388,358.8411048301,16.772438
Region.VI,Aug,2014,30.24,4.8135487881,358.8637702869,26.218652
Region.VI,Sep,2014,30.33,13.1852082039,358.8992008977,70.017357
Region.VI,Oct,2014,29.35,24.5338719702,358.9938189477,1.730604
Region.VI,Nov,2014,26.45,24.6830329397,358.9961576018,7.268537
Region.VI,Dec,2014,24.34,24.7762585457,359.0059799491,27.386809
Region.VI,Jan,2015,23.61,24.7949036669,359.0429891504,3.406283
Region.VI,Feb,2015,24.89,23.8688626476,359.0475922355,14.292196
Region.VI,Mar,2015,27.34,21.8489745183,359.0669060139,13.000647
Region.VI,Apr,2015,31.03,23.328154133,359.0844744558,10.261428
Region.VI,May,2015,33.97,21.8178993163,359.0983412504,22.722747
Region.VI,Jun,2015,32.51,14.2355500311,359.1290476653,28.144414
Region.VI,Jul,2015,30.73,9.891236793,359.1670806572,1.816684
Region.VI,Aug,2015,30.47,6.1124922312,359.1695356355,2.937919
Region.VI,Sep,2015,30.54,14.6084524549,359.1735057964,9.693714
Region.VI,Oct,2015,29.36,22.2094468614,359.1866054099,2.824376
Region.VI,Nov,2015,26.94,24.9005593536,359.1904221342,13.085804
Region.VI,Dec,2015,24.85,25,359.2081056531,6.613866
Region.VI,Jan,2016,23.79,23.7569919204,359.2170433099,7.852561
Region.VI,Feb,2016,25.12,24.9875699192,359.2276548788,17.591413
Region.VI,Mar,2016,27.31,24.8819142324,359.2514270585,14.908687
Region.VI,Apr,2016,31.38,24.1361093847,359.2715739328,1.229582
Region.VI,May,2016,33.29,22.1037911746,359.2732355301,3.199709
Region.VI,Jun,2016,32.48,9.6488502175,359.2775594612,4.876412
Region.VI,Jul,2016,30.92,1.8365444375,359.2841492072,2.109852
Region.VI,Aug,2016,29.96,6.640770665,359.2870003585,11.178022
Region.VI,Sep,2016,30.51,4.5649471722,359.3021057937,4.792577
Region.VI,Oct,2016,29.97,21.8365444375,359.3085822491,4.093951
Region.VI,Nov,2016,27.47,23.1354878807,359.3141146153,11.16405
Region.VI,Dec,2016,24.4,24.9937849596,359.3292011693,8.411462
Region.VII,Jan,2008,18.07,22.6134244873,304.7887041622,16.333128
Region.VII,Feb,2008,20.06,21.687383468,304.8181332217,7.002854
Region.VII,Mar,2008,23.87,21.171535115,304.8307509766,16.559691
Region.VII,Apr,2008,26.79,22.9552517091,304.8605882577,13.099457
Region.VII,May,2008,28.82,20.8856432567,304.8841908829,12.357979
Region.VII,Jun,2008,28.81,22.4207582349,304.9064575118,43.438294
Region.VII,Jul,2008,27.28,1.1218147918,304.9847247081,13.38781
Region.VII,Aug,2008,26.62,6.7464263518,305.0088468883,15.838809
Region.VII,Sep,2008,26.03,4.937849596,305.0373852829,35.632171
Region.VII,Oct,2008,24.56,23.6761963953,305.1015873928,9.906979
Region.VII,Nov,2008,21.85,25,305.1194378054,5.56109
Region.VII,Dec,2008,18.75,24.8321939093,305.1294577874,13.51139
Region.VII,Jan,2009,18.32,22.1535114978,305.1538026343,11.431455
Region.VII,Feb,2009,19.47,17.0136730889,305.1743998505,12.627299
Region.VII,Mar,2009,23.31,22.7688004972,305.1971517406,32.8553
Region.VII,Apr,2009,25.56,24.8943443132,305.2563504793,8.431712
Region.VII,May,2009,27.82,22.8931013052,305.2715427532,10.418028
Region.VII,Jun,2009,27.8,14.3784959602,305.2903139748,24.666811
Region.VII,Jul,2009,27.16,2.8993163456,305.3347586793,4.864449
Region.VII,Aug,2009,26.66,9.3629583592,305.3435234523,5.249551
Region.VII,Sep,2009,26.26,13.4773151025,305.3529821027,9.830241
Region.VII,Oct,2009,24.2,18.983840895,305.3706942487,9.262722
Region.VII,Nov,2009,21.81,24.5587321318,305.3873838379,14.309588
Region.VII,Dec,2009,19.02,24.9316345556,305.4131668793,27.828702
Region.VII,Jan,2010,18,24.875699192,305.4633086847,5.344702
Region.VII,Feb,2010,19.07,21.3144810441,305.4729387784,8.575455
Region.VII,Mar,2010,22.54,20.2765692977,305.4883900487,27.162256
Region.VII,Apr,2010,25.63,23.3654443754,305.5373310505,4.287728
Region.VII,May,2010,28.93,23.297078931,305.5450566865,4.02847
Region.VII,Jun,2010,28.39,3.9869484152,305.552315191,6.042705
Region.VII,Jul,2010,27.42,10.6805469236,305.5632029478,5.584017
Region.VII,Aug,2010,27.11,4.1733996271,305.5732642397,14.578274
Region.VII,Sep,2010,26.08,12.5574891237,305.5995314,15.23639
Region.VII,Oct,2010,24.49,24.8943443132,305.626984355,3.829041
Region.VII,Nov,2010,21.51,25,305.633883528,4.886015
Region.VII,Dec,2010,19.32,23.4586699814,305.6426871586,18.945773
Region.VII,Jan,2011,17.33,24.2417650715,305.6768236865,4.002115
Region.VII,Feb,2011,19.37,22.1162212554,305.6840347045,4.590661
Region.VII,Mar,2011,23.28,24.7016780609,305.6923061658,7.964993
Region.VII,Apr,2011,25.52,24.9627097576,305.7066575045,4.610279
Region.VII,May,2011,28.31,21.9794903667,305.7149643136,18.244935
Region.VII,Jun,2011,28.81,11.9422001243,305.7478380703,13.948547
Region.VII,Jul,2011,27.39,4.7265382225,305.7729705874,5.296917
Region.VII,Aug,2011,26.98,2.1286513362,305.782514582,3.904024
Region.VII,Sep,2011,26.51,14.3349906774,305.7895488595,12.830309
Region.VII,Oct,2011,24.36,23.4151646986,305.8126665334,5.650044
Region.VII,Nov,2011,21.15,24.9937849596,305.8228467928,10.122996
Region.VII,Dec,2011,17.98,24.9937849596,305.8410864253,8.514303
Region.VII,Jan,2012,18.31,23.7134866377,305.8564275118,4.882002
Region.VII,Feb,2012,20.73,24.4406463642,305.8652239118,31.568994
Region.VII,Mar,2012,23.02,24.8508390305,305.922104982,16.556355
Region.VII,Apr,2012,26.86,23.4835301429,305.9519362523,7.294059
Region.VII,May,2012,28.48,22.2840273462,305.9650787009,6.155568
Region.VII,Jun,2012,28.14,9.1205717837,305.9761698145,17.443992
Region.VII,Jul,2012,27.47,8.3064014916,306.0076004307,6.059086
Region.VII,Aug,2012,27.04,4.2106898695,306.0185177027,13.951334
Region.VII,Sep,2012,26.31,9.7917961467,306.0436552415,26.841364
Region.VII,Oct,2012,24.98,19.7669359851,306.0920180595,7.911545
Region.VII,Nov,2012,21.6,24.4157862026,306.1062730955,42.297821
Region.VII,Dec,2012,20.08,24.9813548788,306.1824853856,39.75069
Region.VII,Jan,2013,17.72,24.8943443132,306.2541082505,10.55295
Region.VII,Feb,2013,19.84,23.4400248602,306.2731225748,12.792605
Region.VII,Mar,2013,23.55,24.0553138595,306.2961723136,45.153719
Region.VII,Apr,2013,26.88,23.1541330019,306.3775303658,5.750978
Region.VII,May,2013,28.82,22.3648228713,306.3878924883,23.459435
Region.VII,Jun,2013,28.82,17.218769422,306.4301617406,65.272652
Region.VII,Jul,2013,27.41,2.5201988813,306.5477701226,10.837652
Region.VII,Aug,2013,27.46,3.3965195774,306.5672974235,53.144352
Region.VII,Sep,2013,26.28,18.2442510876,306.6630530127,41.054012
Region.VII,Oct,2013,24.67,22.8682411436,306.7370242054,14.424896
Region.VII,Nov,2013,21.78,21.8178993163,306.763015009,26.477275
Region.VII,Dec,2013,19.07,25,306.8107218108,94.369185
Region.VII,Jan,2014,18.25,24.5214418894,306.9807563784,4.462783
Region.VII,Feb,2014,19.36,22.719080174,306.9887974289,23.434277
Region.VII,Mar,2014,22.72,22.9241765071,307.0310213514,77.697234
Region.VII,Apr,2014,26.68,24.3349906774,307.1710163676,11.48373
Region.VII,May,2014,28.71,21.3579863269,307.191707773,42.144354
Region.VII,Jun,2014,28.16,15.6960845245,307.267643546,33.741625
Region.VII,Jul,2014,27.15,8.2069608452,307.3284392667,16.114567
Region.VII,Aug,2014,26.72,11.2958359229,307.3574745226,41.192045
Region.VII,Sep,2014,26.28,11.656308266,307.4316944235,68.09945
Region.VII,Oct,2014,24.84,21.2709757613,307.5543961352,4.630837
Region.VII,Nov,2014,21.58,22.5201988813,307.5627399856,16.973513
Region.VII,Dec,2014,18.79,24.9937849596,307.5933228919,34.413843
Region.VII,Jan,2015,19.01,24.8943443132,307.6553298163,8.489907
Region.VII,Feb,2015,19.36,22.5077688005,307.670626946,41.493959
Region.VII,Mar,2015,23.37,23.937228092,307.7453908361,19.7179
Region.VII,Apr,2015,26.71,24.4406463642,307.7809185838,14.370361
Region.VII,May,2015,28.35,18.343691734,307.8068111262,57.775468
Region.VII,Jun,2015,27.86,7.1628340584,307.9109110685,75.986501
Region.VII,Jul,2015,27.24,2.65692977,308.0478236829,1.819266
Region.VII,Aug,2015,26.83,1.8303293971,308.0511016397,11.613898
Region.VII,Sep,2015,26.41,9.3878185208,308.072027582,17.788376
Region.VII,Oct,2015,24.7,7.7781230578,308.1040787099,8.875811
Region.VII,Nov,2015,20.79,24.9254195152,308.1200711622,46.731239
Region.VII,Dec,2015,18.4,24.968924798,308.2042715928,13.690434
Region.VII,Jan,2016,18.36,18.6047234307,308.2289390415,16.499137
Region.VII,Feb,2016,19.05,23.9931634556,308.2586672163,49.82305
Region.VII,Mar,2016,22.45,23.5394655065,308.3484384775,72.835004
Region.VII,Apr,2016,25.72,23.8191423244,308.479672719,0.018091
Region.VII,May,2016,28.34,20.7799875699,308.4797053154,8.937032
Region.VII,Jun,2016,28.21,2.172156619,308.4958080757,8.539027
Region.VII,Jul,2016,27.03,4.3784959602,308.5111937099,7.363101
Region.VII,Aug,2016,26.63,0.2517091361,308.5244605586,34.680751
Region.VII,Sep,2016,25.6,11.594157862,308.5869483982,10.293869
Region.VII,Oct,2016,24.07,19.5680546924,308.6054959099,9.389311
Region.VII,Nov,2016,21.03,24.7886886265,308.6224135874,32.093715
Region.VII,Dec,2016,18.33,24.9937849596,308.6802401009,54.562934
Region.VIII,Jan,2008,13.17,24.0055935364,263.7358047016,2.609934
Region.VIII,Feb,2008,13.62,23.1292728403,263.7412307598,1.221022
Region.VIII,Mar,2008,17.13,22.9738968303,263.7437692671,9.752912
Region.VIII,Apr,2008,20.26,23.6699813549,263.7640455914,2.777825
Region.VIII,May,2008,23.46,20.1833436917,263.7698206954,0.702088
Region.VIII,Jun,2008,24.06,21.8614045991,263.7712803378,8.63873
Region.VIII,Jul,2008,23.75,0.4257302672,263.7892402754,11.00446
Region.VIII,Aug,2008,23.24,5.7830950901,263.8121185706,2.304679
Region.VIII,Sep,2008,21.97,3.0049720323,263.8169100031,7.387183
Region.VIII,Oct,2008,19.2,24.2790553139,263.8322679719,1.633117
Region.VIII,Nov,2008,15.26,25,263.8356632255,1.007343
Region.VIII,Dec,2008,12.69,24.9627097576,263.8377574937,9.569759
Region.VIII,Jan,2009,13.82,24.1050341827,263.8576530426,1.757299
Region.VIII,Feb,2009,13.56,21.4636420137,263.8613064708,0.660864
Region.VIII,Mar,2009,17.61,24.4655065258,263.8626804085,7.840256
Region.VIII,Apr,2009,20.09,24.9440646364,263.878980317,8.771474
Region.VIII,May,2009,23.1,22.2218769422,263.8972162297,2.403144
Region.VIII,Jun,2009,23.45,13.1106277191,263.902212371,5.752525
Region.VIII,Jul,2009,23.45,2.2405220634,263.9141718825,1.6822
Region.VIII,Aug,2009,23.66,1.7308887508,263.9176691798,0.525688
Region.VIII,Sep,2009,22.41,17.6227470479,263.9187620862,9.462378
Region.VIII,Oct,2009,20.98,22.9552517091,263.9384343898,1.486945
Region.VIII,Nov,2009,17.02,24.9751398384,263.9415257515,0.540707
Region.VIII,Dec,2009,13.48,25,263.9426498825,5.54225
Region.VIII,Jan,2010,13.42,24.9192044748,263.9541722317,8.88179
Region.VIII,Feb,2010,15.64,21.5692977004,263.9726374916,1.965521
Region.VIII,Mar,2010,17.37,22.5512740833,263.9767238139,4.403949
Region.VIII,Apr,2010,21.71,23.3219390926,263.985879633,0.871923
Region.VIII,May,2010,23.66,22.9552517091,263.9876923627,0.280789
Region.VIII,Jun,2010,24.07,10.5686761964,263.9882761236,5.275872
Region.VIII,Jul,2010,23.86,7.4487259167,263.9992446725,0.827588
Region.VIII,Aug,2010,23.4,9.9471721566,264.0009652297,0.798031
Region.VIII,Sep,2010,22.22,12.141081417,264.0026243378,3.000006
Region.VIII,Oct,2010,19.61,24.7016780609,264.0088613565,5.896563
Region.VIII,Nov,2010,15.49,25,264.0211203232,1.004928
Region.VIII,Dec,2010,13.7,24.8694841516,264.0232095706,3.783258
Region.VIII,Jan,2011,13.26,24.0863890615,264.0310749719,0.872264
Region.VIII,Feb,2011,15.2,22.6009944065,264.0328884105,0.610585
Region.VIII,Mar,2011,19.21,24.6208825357,264.034157818,10.19095
Region.VIII,Apr,2011,21.47,24.8632691112,264.0553448243,0.872264
Region.VIII,May,2011,23.91,22.719080174,264.0571582629,0.95949
Region.VIII,Jun,2011,24.39,19.1578620261,264.0591530446,3.736197
